modelNumber,idNumber,Rating
15-AY026TU (W6T40PA),"['snapdeal', 215L]",1
DAJ-00002,"['bestbuy', 668L]",1
ISTR25058,"['bestbuy', 879L]",1
X551CA-RI3N15,"['newEgg', 2217L]",1
J9K27UA#ABL,"['source', 37L]",1
DAHD10045,"['bestbuy', 1237L]",1
GL72M 7RDX-679CA,"['bestbuy', 1060L]",1
"MSI Computer GT73VR TITAN PRO-003 17.3"" Core I7-6820Hk 16GB 128GB SSDs + 1TB HDD Win10 Notebook","['newEgg', 2483L]",1
MLHE2C/A,"['staples', 251L]",1
"Apple MacBook Air MQD32LL/A 13"", 1.8 GHz Intel Core i5, 128 GB SSD, 8 GB LPDDR3, MacOS Sierra","['staples', 53L, 'staples', 99L]",2
"HP Envy 17t Full HD Touchscreen 17.3'' High Performance Laptop (Intel i7, 17.3 inch FHD 1920 x 1080 Touch, HP TrueVision HD IR Camera, NVIDIA GeForce 940MX, 32GB Memory, 1TB SSD, Win10 Pro)","['newEgg', 478L]",1
C710-2055,"['newEgg', 44L]",1
R558UR-DM069D,"['flipkart', 205L]",1
"Lenovo B40-80 80LS001JUS 14"" Notebook - Intel Core i3 i3-4005U Dual-core (2 Core) 1.70 GHz 4 GB Memory 500 GB HDD Windows 10 Home 64-Bit","['newEgg', 2241L]",1
"Lenovo Laptop T420 Intel Core i5 2520M (2.50 GHz) 12 GB Memory 500 GB HDD 14.0"" Windows 7 Professional 64-Bit","['newEgg', 2461L]",1
X505BA-BB91-CB,"['bestbuy', 177L]",1
TP201SA-DB01T,"['bestbuy', 375L, 'amazon', 173L, 'staples', 46L]",3
UX330CA-FC018T,"['flipkart', 230L]",1
Everki Flight Checkpoint Friendly Backpack 16in,"['walmart', 155L]",1
"ASUS Convertible 2-in-1 15.6"" FHD (1920 x 1080) Touchscreen Laptop, Intel Core i7-7500U, 12GB DDR4, 2TB HDD, Nvidia Geforce 940MX, 802.11AC, Bluetooth, USB Type C, 3 x USB 3.0, HDMI, Thunderbolt port","['amazon', 1081L]",1
MLH12LL/A,"['bestbuy', 1657L]",1
"ASUS Transformer Book T100TA-XB12T-CA Touchscreen Notebook/Tablet (10.1-inch, Atom Z3775, 2GB DDR3, 64GB SSD, Windows 8.1 Pro, Grey)","['amazon', 291L]",1
PT463C-0EV060,"['source', 211L]",1
"HP Laptop EliteBook 8540W Intel Core i7 620M (2.66 GHz) 4 GB Memory 500 GB HDD NVIDIA Quadro FX 880M 15.6"" Windows 10 Pro","['newEgg', 2465L]",1
PT45FC-006008,"['amazon', 924L]",1
"Lenovo ThinkPad X1 Yoga 20JD0022US 14"" Touchscreen LCD 2 in 1 Ultrabook - Intel Core i5 (7th Gen) i5-7200U Dual-core (2 Core) 2.50 GHz - 8 GB LPDDR3 - 180 GB SSD - Windows 10 Pro 64-bit (English) -...","['newEgg', 150L, 'newEgg', 1589L]",2
"HP 15-bw000 15-bw063nr 15.6"" LCD Notebook - AMD A-Series A9-9420 Dual-core (2 Core) 3 GHz - 4 GB DDR4 SDRAM - 1 TB HDD - Windows 10 Home 64-bit - 1366 x 768 - BrightView - DVD-Writer - AMD Radeon","['newEgg', 1289L]",1
1EL95UA#ABL,"['amazon', 95L]",1
W7B90UA#ABL,"['staples', 89L]",1
UX430UQ-BS51-CB,"['bestbuy', 105L, 'bestbuy', 242L]",2
SF514-51-5706K,"['amazon', 645L]",1
KBGUARDBL,"['bestbuy', 967L]",1
ISTR28318,"['bestbuy', 1069L]",1
Asus NB K556UA-Q72P-CB 15.6 i5-7200U 12G 2TB Intel HD W10 Retail,"['newEgg', 1216L, 'newEgg', 1574L]",2
"Asus 15.6"" X540LA-SI30205P Laptop (5th Generation Intel Core i3-5020U, 4GB Memory 1TB Hard Drive, SuperMulti DVD/CD burner, Webcam, Winows 10, Silver)","['newEgg', 2128L]",1
"ASUS ROG Strix GL702VM (VR Ready) Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 32GB RAM, 2TB SSD, 17.3 Inch FHD (1920X1080) G-SYNC, NVIDIA GeForce 1060, Win 10 Pro)","['newEgg', 1447L]",1
"Lenovo 59444168 4th Generation Intel Core i7-4720HQ Processor 16.0GB PC3-12800 DDR3L SDRAM 1600 MHzNVIDIA GeForce GTX 960M 4GB 15.6"" FHD LED AntiGlare Backlit Multitouch (1920x1080) Windows 8.1 64","['newEgg', 2509L]",1
TS P50s i7 8GB 500GB,"['newEgg', 987L]",1
MNYL2C/A,"['bestbuy', 892L]",1
"ASUS ROG Strix GL753VE Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 32GB RAM, 4TB SSD, 17.3 Inch FHD (1920X1080), NVIDIA GeForce 1050Ti, DVD Burner, WiFi, Win 10)","['newEgg', 474L]",1
"Acer TravelMate B117-M TMB117-M-C9GH 11.6"" LED (ComfyView) Notebook - Intel Celeron N3160 Quad-core (4 Core) 1.60 GHz","['newEgg', 1091L]",1
"2017 Newest HP 15.6"" 15-ay191ms HD Touchscreen Signature Edition Laptop (Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10 Home, Black)","['newEgg', 185L]",1
T8Z06UTABL,"['bestbuy', 1433L]",1
A515-51-59DP,"['bestbuy', 158L]",1
E5-573-54BN,"['amazon', 613L]",1
LATITUDE 5280 12IN I5-7300U,"['newEgg', 1196L]",1
14-AK040NR,"['bestbuy', 261L, 'newEgg', 1035L]",3
W2N53UA#ABA,"['amazon', 548L]",1
PS573C-00F008,"['source', 133L]",1
NX.GG7AA.003,"['amazon', 885L, 'source', 47L]",3
NX.GG7AA.002,"['amazon', 6L, 'source', 137L, 'source', 154L]",3
"Thinkpad X230 Laptop Lenovo, 12.5"" Ultraportable Notebook Intel Core i5-3320M Windows 7 Professional 4GB RAM","['amazon', 501L]",1
MD712LL/A B,"['newEgg', 1968L]",1
"HP Elitebook 725 G4 12.5"" Notebook, Windows, AMD A10 1.8 GHz, 4 GB RAM, 500 GB HDD, AMD Radeon R5 , Silver (1GF01UT#ABA)","['newEgg', 1735L]",1
X540SA-BPD0602V,"['newEgg', 97L]",1
E7240,"['bestbuy', 93L]",1
"Acer CB5-312T-K8Z9 13.3"" Touchscreen LED (In-plane Switching (IPS) Technology) Chromebook - MediaTek M8173C Quad-core (4 Core) 2.10 GHz","['newEgg', 762L, 'newEgg', 1071L]",2
80X400CLIN,"['snapdeal', 101L]",1
"HP ZBook 15u G3 15.6"" Mobile Workstation - Intel Core i7 (6th Gen) i7-6500U Dual-core (2 Core) 2.50 GHz - 8 GB DDR4 SDRAM RAM - 1 TB HDD - AMD FirePro W4190M 2 GB GDDR5 SDRAM - Windows 7 Professional","['newEgg', 369L]",1
WT73VR7RM629CA,"['staples', 273L]",1
15-ac184tu (T0X61PA),"['snapdeal', 281L]",1
SF314-52-52V8,"['bestbuy', 60L]",1
"Lenovo ThinkPad X200s Laptop , 12.1"" Display, Intel C2D, 2GB RAM, 160GB HDD","['newEgg', 2335L]",1
"HP ProBook 6570b Laptop, 15.6-inch, intel Core i5-3340m (3rd Generation) 2.70 Ghz, 8 GB RAM DDR3, 500 GB Hard Drive,wifi, Serial Port, DVDRW, Bluetooth, Windows 7 Professional","['amazon', 477L]",1
ASPIRE ES1-521,"['snapdeal', 109L]",1
X7E2-P775DM3-114,"['bestbuy', 780L]",1
GS637RE008CA,"['staples', 243L]",1
"Acer Swift 1 13.3"" FHD Laptop, 4GB DDR3L, 64GB Flash Drive, Windows 10 Home, French Bilingual Keyboard w/ Microsoft Office Home and Student (for PC)","['amazon', 1018L]",1
E5-552-T9MN,"['source', 16L]",1
"HP ZBook 17 G3 17.3"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Xeon E3-1535M v5 Quad-core (4 Core) 2.90 GHz","['newEgg', 991L]",1
N5S21UA#ABA,"['amazon', 461L]",1
C213SA-YS02,"['bestbuy', 358L]",1
"HP Pavilion 15.6"" HD Touchscreen Notebook, Intel Core i5-6200U Upto 2.8GHz, 8GB DDR4, 128GB SSD, DVD-RW, Wifi, Bluetooth, HDMI, Windows 10 Professional 64Bit (8GB Ram + 128GB SSD)","['amazon', 405L]",1
DAHD24247,"['bestbuy', 1080L]",1
15-ay542tu,"['snapdeal', 34L]",1
MPXT2C/A,"['bestbuy', 489L]",1
"HP Pavilion 15t Gaming and Business Laptop with UHD 4K Touchscreen ( Intel i7 Quad Core, 16GB RAM, NVIDIA GeForce 960M, 512GB SSD, 15.6 Inch UHD (3840 x 2160) Touchscreen, Win10)","['newEgg', 391L]",1
C301SA-BH91-CB,"['bestbuy', 51L, 'bestbuy', 106L]",2
20FD002DUS,"['bestbuy', 354L]",1
"ASUS ROG Strix GL702VM (VR Ready) Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 16GB RAM, 4TB SSD, 17.3 Inch FHD (1920X1080) G-SYNC, NVIDIA GeForce 1060, Win 10 Pro)","['newEgg', 1431L]",1
NX.GL4AA.001;CB5-312T-K8Z9,"['amazon', 953L]",1
"Dell Precision 15 5000 M5510 15.6"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i7 (6th Gen) i7-6820HQ Quad-core (4 Core) 2.70 GHz","['newEgg', 269L]",1
N151,"['snapdeal', 264L]",1
"Lenovo 20HB001TUS Thinkpad P51S 20Hb - Core I7 7500U / 2.7 Ghz - Win 10 Pro 64-Bit - 8 Gb Ram - 256 Gb Ssd Tcg Opal Encryption 2, Nvme - 15.6 Inch Ips Touchscreen 1920 X 1080 (Full Hd) - Quadro M520M","['newEgg', 229L]",1
"Newest HP OMEN 17 17.3'' UHD 4K Gaming and Business Laptop (Intel i7, 1TB HDD +256GB SSD, 17.3 inch UHD 3840 x 2160, 12GB RAM, GeForce GTX 965M, Win 10)","['newEgg', 2508L]",1
MH332LL/A,"['amazon', 562L]",1
NH.Q2QAA.010,"['amazon', 83L]",1
E5-774G-58GS,"['bestbuy', 558L]",1
K556UQ-Q52-CB,"['bestbuy', 1481L, 'newEgg', 255L]",3
80TV01BHIH,"['snapdeal', 112L]",1
MPTT2LL/A,"['bestbuy', 287L, 'amazon', 135L]",3
GL753VE-BS71-CB,"['bestbuy', 8L]",1
"Dell Latitude E6420 Laptop, 14"" Display, Intel Core i7, 4GB RAM, 500GB HDD, DVD-RW!","['newEgg', 2108L]",1
E5-575-5476,"['bestbuy', 5L, 'bestbuy', 75L]",2
"HIDevolution ASUS ROG Strix GL503VD-DB71-HID1 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 15.6"" Ultimate Gaming Laptop (1T SSHD/16G RAM/FHD/7700HQ/1050)","['amazon', 1139L]",1
"MSI GS43VR PHANTOM PRO-210 14"" Gaming Laptop -Core i7-7700HQ, 32GB RAM, 1TB+512GB SSD, GTX1060, VR Ready","['amazon', 1209L]",1
HP-17x,"['amazon', 482L]",1
UX305CA-SHM1Q-C,"['staples', 86L]",1
X750JB-DB71,"['newEgg', 1413L]",1
E5-553-T4PT,"['snapdeal', 193L]",1
"HP 15.6"" Laptop & Office Bundle - Grey (AMD E2-9000e/500GB HDD/4GB RAM) - English","['bestbuy', 31L, 'bestbuy', 524L]",2
T8Z04UTABA,"['bestbuy', 1031L]",1
CB5-312T-K8V3,"['bestbuy', 74L]",1
"HP ZBook 15u G3 15.6"" Mobile Workstation - Intel Core i5 i5-6200U Dual-core (2 Core) 2.30 GHz","['newEgg', 736L]",1
"Lenovo ThinkPad X1 Carbon 20FB0056US 14\"" (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 (6th Gen) i7-6500U Dual-core (2 Core) 2.50 GHz - Business Black","['newEgg', 2061L]",1
"Lenovo ThinkPad X260 12.5\"" Laptop 20F6005HUS i5-6200U 8 GB 500 GB HDD Windows 7 Pro","['newEgg', 1171L, 'newEgg', 2003L, 'newEgg', 2423L]",2
G752VT-DH72,"['amazon', 212L]",1
NX.VD2AA.002,"['bestbuy', 1250L]",1
W0S98UT#ABL,"['newEgg', 611L]",1
TP200SA-UHBF,"['amazon', 313L]",1
FJT-00001,"['amazon', 36L, 'source', 28L]",3
"Samsung - ATIV Book 9 Pro 15.6"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7-6700HQ - 8GB Memory - 256GB SSD - NVIDIA GTX 950M -Pure Black","['amazon', 519L]",1
80XH01HAIN,"['snapdeal', 84L]",1
"Microsoft Surface Laptop D9P-00001 13.5"" PixelSense, Intel Core i5, 128 GB SSD, 4 GB RAM, Windows 10 S, Platinum","['staples', 115L]",1
AW17R3-4175SLV,"['newEgg', 38L]",1
ES1-523-49C0,"['snapdeal', 136L]",1
NT.LCEAA.013,"['bestbuy', 503L]",1
"HP Pavilion 15t Power FHD Laptop ( Intel i5 Processor, 32GB, 512GB SSD, 15.6 Inch Full HD (1920 x 1080), WiFi, Bluetooth, DVD, Backlit Keyboard, Win 10)","['newEgg', 325L]",1
XPS9250-4554WLAN,"['bestbuy', 260L]",1
S510UQ-Q72SP-CB,"['bestbuy', 783L]",1
90NB09D2-M00160,"['amazon', 77L]",1
Lenovo yoga 11.6,"['amazon', 78L]",1
LEN-T420,"['bestbuy', 166L]",1
MNQG2HN/A,"['flipkart', 335L]",1
90NB0C53-M01460,"['amazon', 164L]",1
80US0000US,"['bestbuy', 42L, 'bestbuy', 244L]",2
NX.GEQAA.003,"['amazon', 280L, 'source', 46L]",3
G9-793-79PE,"['bestbuy', 500L, 'amazon', 628L]",3
640 G2 (V1P72UT#ABA),"['newEgg', 29L]",1
DAHD28458,"['bestbuy', 1336L]",1
W8X41UA#ABL,"['amazon', 38L]",1
GL502VM-RS71-CB,"['bestbuy', 104L]",1
NX.GL7AA.003,"['amazon', 84L]",1
15-BS028CA,"['bestbuy', 6L]",1
NX.VDKAA.033,"['bestbuy', 1075L]",1
"Chromebook C300SA ASUS – Compact – 13,3 pouces (Intel Celeron, 4 Go, eMMC de 16 Go, noir)","['walmart', 40L]",1
GE62VR 7RF-430CA,"['bestbuy', 384L]",1
DAHD24668,"['bestbuy', 1011L]",1
V2W29UT#ABL,"['newEgg', 125L]",1
DAHD24666,"['bestbuy', 694L]",1
"MSI GS43 PHANTOM GS43VR 7RE-072CA 17.3"" Gaming Laptop","['walmart', 77L]",1
I3567-3629BLK-PUS,"['amazon', 44L]",1
UX390UA-XH74-BL,"['staples', 122L, 'newEgg', 24L]",3
DAH-00001,"['bestbuy', 723L]",1
M580VD-EB76-HID1-CA,"['amazon', 171L]",1
X9U01UT#ABA,"['amazon', 830L]",1
X9E-P870DM3-119,"['bestbuy', 447L]",1
SA5-271-55Q6,"['amazon', 131L]",1
PT581C-01D00S,"['source', 101L]",1
80TW0007US,"['source', 183L]",1
"MSI GS63VR STEALTH-252 - 15.6""FHD - i7-7700HQ - Nvidia GTX 1060 - 16GB - 1TB HDD+256GB SSD","['amazon', 587L]",1
R5-571T-56LP,"['bestbuy', 345L]",1
Inspiron 15 5000,"['amazon', 154L]",1
"Lenovo ThinkPad P70 20ER000RUS 17.3\"" (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 i7-6820HQ Quad-core (4 Core) 2.70 GHz","['newEgg', 802L, 'newEgg', 1624L, 'newEgg', 2052L]",2
I5566-3000BLK-PUS,"['amazon', 221L]",1
Mdl:NX.M94AA.006,"['amazon', 875L]",1
20H500A9CA,"['bestbuy', 1139L]",1
ISTR26732,"['bestbuy', 834L]",1
Studio G3 (TT6E17UT#ABA),"['newEgg', 189L]",1
80VJ0000US,"['bestbuy', 163L]",1
A315-21-616E,"['bestbuy', 136L]",1
MPXX2C/A,"['bestbuy', 635L]",1
TorF5W-16L1-134,"['bestbuy', 1029L]",1
TorF5W-16L1-135,"['bestbuy', 1129L]",1
NX.GFTAA.014,"['amazon', 390L]",1
"Lenovo ThinkPad L440 Laptop, 14"" Display, Intel Core i5, 4GB RAM, 500GB HDD!","['newEgg', 2434L]",1
20H10052IG,"['snapdeal', 92L]",1
XPS9350-4009SLV,"['bestbuy', 141L]",1
"Lenovo N22 80S6000AUS 11.6"" (Twisted nematic (TN)) Notebook - Intel Celeron N3060 Dual-core (2 Core) 1.60 GHz - Business Black","['newEgg', 642L, 'newEgg', 980L, 'newEgg', 2046L]",2
"Lenovo ThinkPad T520: Core i7 2.8 Ghz, 8G DDR3, 320G, WIFI, DVDRW, Webcam, 15.6"", Windows 10 Professional","['amazon', 348L]",1
NX.G14AA.003,"['bestbuy', 782L]",1
MC700LL/A,"['amazon', 521L, 'amazon', 458L]",2
A315-51-386T,"['source', 8L]",1
"MacBook 2.26GHz, 4GB, 250GB, MC207LL/A, A1342.","['amazon', 650L]",1
"Logitech - Harmony 700 8-Device Universal Remote - Black(US Version, Imported)","['amazon', 746L]",1
K756UA-Q32-CB,"['bestbuy', 487L]",1
W7B76UA#ABL,"['bestbuy', 77L]",1
"HP ZBook 15 G3 15.6"" Mobile Workstation - Intel Core i7 i7-6700HQ Quad-core (4 Core) 2.60 GHz","['newEgg', 1006L, 'newEgg', 1029L]",2
G9-592-71EF,"['amazon', 700L]",1
20ER002KUS,"['amazon', 209L, 'source', 84L]",3
"Asus X555DA-BB12-RD amd a10-8700p cpu-1.80ghz, 12gb mem, 2tb hdd, 15.6in lcd windows 10 Red","['newEgg', 1188L]",1
X4E2-P750DM2-120,"['bestbuy', 1172L]",1
NX.VCSAA.005,"['bestbuy', 891L]",1
95F-00001,"['bestbuy', 68L, 'staples', 192L]",3
850 G4 (1BS51UT#ABA),"['newEgg', 48L]",1
UX306UA-Q52S-CB,"['bestbuy', 267L]",1
3568,"['snapdeal', 5L]",1
Pro 4 CR3-00022,"['snapdeal', 151L]",1
X541UV-BH71-CB,"['bestbuy', 190L]",1
FKK-00001,"['amazon', 103L]",1
80EC00N4US,"['amazon', 151L]",1
GL552VW-DH74,"['amazon', 34L]",1
NX.VDVAA.010,"['bestbuy', 1608L]",1
80XM0002US,"['bestbuy', 1322L]",1
GL552VW-DH71,"['bestbuy', 76L]",1
D9P-00001,"['bestbuy', 184L, 'amazon', 10L, 'source', 27L]",3
PT474C-01D009,"['source', 111L]",1
D9P-00002,"['bestbuy', 641L]",1
SA5-271-3475,"['bestbuy', 94L]",1
MNYM2C/A,"['bestbuy', 567L]",1
GL753VE-Q72SP-CB,"['bestbuy', 331L, 'bestbuy', 493L]",2
i3552-13240BLK,"['bestbuy', 63L, 'bestbuy', 80L]",2
P751JF-MS71,"['newEgg', 2252L]",1
PT261C-0D808K,"['newEgg', 619L, 'newEgg', 1372L, 'source', 102L]",3
"LENOVO Thinkpad L420: Core i5 2520M 2.5 GHz / 4 Gb DDR3 RAM / 320 Gb Hard Drive / WIFI / Bluetooth / DVDRW / Webcam / 14"" / Windows 7 Professional","['amazon', 635L, 'amazon', 722L, 'amazon', 842L]",2
E403SA-US21,"['amazon', 333L, 'newEgg', 1233L, 'source', 135L, 'source', 149L]",3
NX.VC7AA.001,"['bestbuy', 909L]",1
80TV00WEUS,"['source', 186L]",1
NX.G0RAA.003,"['source', 32L]",1
SX3-00009,"['bestbuy', 586L, 'staples', 374L]",3
1EL89UA#ABL,"['amazon', 294L]",1
MA254LL/A,"['amazon', 960L]",1
Spectre x360 CTO,"['amazon', 876L]",1
M3-U101DX,"['amazon', 717L]",1
"DELL Laptop E6420 Intel Core i5 2520M (2.50 GHz) 8 GB Memory 512 GB SSD 14.0"" Windows 7 Professional 64-Bit","['newEgg', 2463L]",1
MNYL2LL/A,"['bestbuy', 477L]",1
650 G2 (V1P79UT#ABA),"['newEgg', 234L]",1
"MSI GT73VR Titan Pro (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 48GB RAM, 2TB SSD, 17.3"" G-Sync FHD 1920 x 1080 Display, NVIDIA GeForce GTX 1080, Win 10)","['newEgg', 2513L]",1
15-BE006TU,"['snapdeal', 37L]",1
"Ashlin Leather Valise MacBook Air - Laptop Case, Black","['walmart', 128L]",1
MPTU2C/A,"['bestbuy', 511L]",1
Screenless Laptops Computer LESHP 1080P Projector Screenless Computer Video Projector Wifi Bluetooth 200 Inch Screen Auto Focus Screenless Projector For Home Theater Movie Entertainment Games working,"['amazon', 584L]",1
"Lenovo Thinkpad T510 Laptop i5 520M 2.4GHz 4G DDR3 RAM 320G HDD DVDRW Windows 10 HOME 64 bits 14"" Widescreen 90 days warranty Notebook","['newEgg', 2433L]",1
Dell Latitude E5540,"['bestbuy', 111L]",1
X540LJ-BB71-CB,"['bestbuy', 137L]",1
LENOVO G50-80,"['snapdeal', 113L]",1
SF113-31-P1NX,"['amazon', 3L, 'source', 5L]",3
A553SA-XX049D,"['flipkart', 357L]",1
S56CA-DH51,"['newEgg', 268L]",1
K2L95UA#ABA,"['amazon', 1033L]",1
NH.GM4AA.002,"['amazon', 89L]",1
HP z210 Workstation SFF - Core i5- DVD RW 6 GB - 320 GB Win 10 PRO MAR LOADED,"['newEgg', 2098L]",1
NH.GM4AA.004,"['source', 139L, 'source', 156L]",2
C730E C730E-C0FL-CA Iron 11.6in EDU Chromebook 1366 x 768 HD Webcam 4-cell,"['amazon', 460L]",1
E5-575T-58WH,"['bestbuy', 35L, 'bestbuy', 202L]",2
"HP Laptop ProBook 640 G2 (V1P72UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 14.0\"" Windows 7 Professional 64-Bit with Windows 10 Pro 64-Bit License","['newEgg', 1148L, 'newEgg', 2023L, 'newEgg', 2082L, 'newEgg', 2293L]",2
VOX-01,"['snapdeal', 17L]",1
GL62 7RD,"['flipkart', 40L]",1
"HP Probook 655 G3 15.6"" Notebook, Windows, AMD A10 2.4 GHz, 8 GB RAM, 256 GB SSD, AMD Radeon R5, Black (1BS05UT#ABA)","['newEgg', 647L]",1
DEL-E6430,"['staples', 44L]",1
NX.GC2AA.013,"['bestbuy', 217L, 'amazon', 157L]",3
NX.GC2AA.012,"['bestbuy', 218L]",1
20EN0013US,"['bestbuy', 352L]",1
"HP Elite Book 6460B  Core Intel i5, 4GB RAM, 250GB HDD, DVDRW, Windows 7 Pro, GRADE A CONDITION, 1 YEAR WARRANTY","['newEgg', 2429L]",1
"Acer SF713-51-M51W Swift 7 I7-7Y75 13.3"" FHD IPS 8GB 512GB SSD USB-C Fpr Win10 Home Ultrabook","['walmart', 220L]",1
"Acer TravelMate P645-S TMP645-S-59AG 14"" LED (In-plane Switching (IPS) Technology) Notebook - Intel Core i5 i5-5300U Dual-core (2 Core) 2.30 GHz","['newEgg', 246L]",1
X552EA-DH42,"['newEgg', 1561L]",1
AB14489AG,"['snapdeal', 156L]",1
"Apple MacBook Pro 13"" with Touch Bar, 3.1 GHz Intel Core i5, 512 GB SSD, 8 GB, MacOS Sierra","['staples', 321L, 'staples', 444L]",2
"Apple 13.3"" MacBook Air (Mid 2017)","['newEgg', 23L]",1
1130,"['snapdeal', 153L]",1
NT.LCDAA.005;SA5-271-57QF,"['amazon', 940L]",1
3580 (NH1DY),"['newEgg', 82L]",1
MC207LL/A,"['amazon', 378L]",1
90NB09I3-M09250,"['staples', 55L]",1
GS63VR 7RF-492CA STE,"['bestbuy', 1050L]",1
"HP 15-cb010nr Pavilion 15"" Laptop, Intel Core i5-7300HQ, 12GB RAM, 1TB hard drive, Windows 10","['newEgg', 1665L]",1
T460 (20FN002SUS),"['newEgg', 10L]",1
"Lenovo ThinkPad Yoga 260 20FDA01WUS 12.5"" Touchscreen (In-plane Switching (IPS) Technology) 2 in 1 Notebook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - Convertible - Black","['newEgg', 1565L]",1
"Apple MacBook Pro MD103LL/A Intel Core i7-3615QM X4 2.3GHz 4GB 500GB 15.4"", Silver (Refurbished)","['amazon', 1134L]",1
"Lenovo ThinkPad T460 20FN002VUS 14\"" (In-plane Switching (IPS) Technology) Notebooks - Intel Core i7 (6th Gen) i7-6600U Dual-core (2 Core) 2.60 GHz - Black","['newEgg', 2085L, 'newEgg', 2304L, 'newEgg', 2416L]",2
GL62M7RDX218CA,"['staples', 458L]",1
MC240LL/A,"['amazon', 224L, 'newEgg', 1893L]",3
I5378-7171GRY,"['bestbuy', 95L]",1
"ASUS Transformer Book Flip TP200SA 11.6-inch 2-in-1 Touchscreen Laptop (Intel Braswell Dual Core N3050 1.6GHz, 4GB RAM, 64GB SSD , Windows 10 Pre-installed)","['amazon', 1117L]",1
HP SMART BUY K12 ONLY 11 G1,"['newEgg', 496L]",1
X7V56UA#ABL,"['bestbuy', 193L]",1
"Lenovo N23 Winbook 80UR0000US 11.6"" Touchscreen (In-plane Switching (IPS) Technology) Notebook - Intel Celeron N3060 Dual-core (2 Core) 1.60 GHz - Black","['newEgg', 1240L]",1
PRT13C-04W00M,"['bestbuy', 1405L]",1
"HP X1X58UT Probook 11 G2 - Education Edition - Celeron 3855U / 1.6 Ghz - Win 10 Pro 64-Bit - 4 Gb Ram - 500 Gb Hdd - 11.6 Inch 1366 X 768 ( Hd ) - Hd Graphics 510 - Wi-Fi, Bluetooth","['newEgg', 1128L]",1
90NL0072-M05680,"['newEgg', 285L]",1
"Lenovo ThinkPad Yoga 260 20FD002DUS Notebook, Intel Core i5-6200U, 12.5\"" Screen, 8GB DDR4 SDRAM, 192GB SSD, Windows 10 Professional 64-Bit","['newEgg', 2033L, 'newEgg', 2411L]",2
MMGF2C/A,"['staples', 76L]",1
GL753VE-DS74,"['bestbuy', 169L, 'amazon', 54L, 'staples', 230L]",3
WE627RJ1838CA,"['staples', 258L]",1
ES1-732-P54M,"['bestbuy', 249L]",1
"Acer Swift 5, 14"" Full HD, 7th Gen Intel Core i7-7500U, 8GB LPDDR3, 256GB SSD, Windows 10, SF514-51-706K Laptop Notebook PC Computer","['newEgg', 208L]",1
WS637RK297CA,"['staples', 353L]",1
L4A26UT#ABA,"['source', 39L]",1
"Acer Aspire CB3-431-C7VZ 14"" LED (In-plane Switching (IPS) Technology) Chromebook - Intel Celeron N3160 Quad-core (4 Core) 1.60 GHz","['newEgg', 137L, 'newEgg', 226L, 'newEgg', 321L, 'newEgg', 1162L, 'newEgg', 1998L, 'newEgg', 2406L]",2
NX.VATAA.001; TMP645-S-51FE,"['amazon', 934L]",1
X456UV-BB71-CB,"['bestbuy', 221L]",1
P70 (20ER002KCA),"['newEgg', 295L]",1
"ASUS Laptop TP500LA-EB31T Intel Core i3 4030U (1.90 GHz) 6 GB Memory 500 GB HDD Intel HD Graphics 4400 15.6"" Windows 8.1 64-bit","['newEgg', 2439L]",1
Z1Z75UT#ABA,"['staples', 45L]",1
W7D79UA#ABL,"['bestbuy', 254L, 'source', 43L]",3
GL553VD-Q52SP-CB,"['bestbuy', 512L, 'bestbuy', 525L]",2
i7559-5012GRY,"['amazon', 206L, 'newEgg', 25L]",3
"HP Elitebook 725 G4 12.5"" Notebook, Windows, AMD A12 2.7 GHz, 8 GB RAM, 256 GB SSD, AMD Radeon R7 , Silver (1GF04UT#ABA)","['newEgg', 1307L]",1
MJLT2HN/A,"['snapdeal', 273L]",1
D8C07UT#ABA,"['amazon', 297L]",1
FJR-00001,"['amazon', 168L, 'source', 29L]",3
G9-593-72VT,"['bestbuy', 399L, 'amazon', 683L]",3
A1342,"['amazon', 252L, 'amazon', 809L, 'amazon', 835L]",2
90NL0061-M01960,"['staples', 106L]",1
INSPIRON 5567,"['amazon', 319L]",1
PS585C-020025,"['bestbuy', 1460L]",1
DAHD26056,"['bestbuy', 1436L]",1
i5566-3628BLK-PCA,"['bestbuy', 16L, 'bestbuy', 145L]",2
G752VS-XB72K,"['amazon', 361L]",1
GP72MVR 7RFX-620CA L,"['bestbuy', 1152L]",1
GS73VR 7RG-036CA,"['amazon', 35L]",1
